gene,top_go
10125@,biological regulation
257101@,biological regulation
9760@,biological regulation
11334@,metabolic process
7301@,cellular process
6670@,immune system process
27086@,cellular process
695@,biological regulation
10758@,biological regulation
26155@,biological regulation
84941@,biological regulation
96459@,biological regulation
27242@,biological regulation
51561@,cellular process
26191@,biological regulation
149233@,cellular process
3133@,immune system process
2000@,cellular process
2213@,immune system process
718@,biological regulation
53833@,biological regulation
2529@,immune system process
10859@,biological regulation
3351@,localization
4129@,biological regulation
11255@,localization
9341@,immune system process
4878@,multicellular organismal process
8773@,immune system process
58533@,cellular process
6844@,cellular process
8723@,biological regulation
6845@,cellular process
8673@,biological regulation
7704@,biological regulation
5972@,metabolic process
10161@,cellular process
284723@,multicellular organismal process
4242@,cellular process
53918@,biological regulation
4678@,response to stimulus
5045@,biological regulation
54892@,immune system process
79718@,metabolic process
57187@,localization
10361@,reproductive process
121599@,developmental process
135398@,multicellular organismal process
57718@,multicellular organismal process
64711@,metabolic process
642623@,reproductive process
9412@,developmental process
86@,cellular process
80312@,biological regulation
196051@,cellular process
3054@,cellular process
402569@,metabolic process
129685@,localization
57820@,cellular process
1603@,metabolic process
54663@,developmental process
123920@,multicellular organismal process
398@,cellular process
4071@,developmental process
55723@,cellular process
57167@,developmental process
149473@,multicellular organismal process
1999@,multicellular organismal process
130399@,biological regulation
7319@,metabolic process
84660@,multicellular organismal process
51119@,developmental process
57677@,multicellular organismal process
9837@,developmental process
23081@,biological regulation
10566@,reproductive process
4695@,multicellular organismal process
201895@,multicellular organismal process
26469@,biological regulation
84525@,cellular process
2551@,biological regulation
100381270@,multicellular organismal process
51639@,developmental process
64168@,multicellular organismal process
166863@,developmental process
728661@,multicellular organismal process
84295@,multicellular organismal process
50861@,cellular process
64112@,biological regulation
8743@,reproductive process
26355@,biological regulation
79017@,metabolic process
27141@,cellular process
666@,biological regulation
90427@,biological regulation
638@,reproductive process
599@,reproductive process
2537@,response to stimulus
27113@,biological regulation
8739@,biological regulation
10962@,biological regulation
9141@,biological regulation
92609@,localization
637@,metabolic process
5329@,cellular process
4000@,biological regulation
8326@,biological regulation
27166@,biological regulation
25994@,biological regulation
2395@,biological regulation
90102@,biological regulation
265@,biological regulation
407024@,biological regulation
3182@,cellular process
147906@,biological regulation
3249@,developmental process
84541@,cellular process
51384@,cellular process
10439@,biological regulation
4487@,developmental process
64081@,biological regulation
25805@,biological regulation
10630@,cellular process
7478@,biological regulation
8751@,biological regulation
3066@,response to stimulus
6317@,biological regulation
84695@,biological regulation
407025@,biological regulation
406941@,biological regulation
10016@,cellular process
80709@,biological regulation
114990@,biological regulation
693175@,biological regulation
2042@,cellular process
9221@,localization
23187@,biological regulation
6949@,metabolic process
254268@,cellular process
2651@,metabolic process
407006@,biological regulation
407007@,biological regulation
7041@,cellular process
653@,developmental process
54949@,metabolic process
80139@,biological regulation
205717@,cellular process
1277@,multicellular organismal process
6386@,cellular process
2146@,developmental process
55223@,interspecies interaction between organisms
6275@,cellular process
1942@,cellular process
27250@,biological regulation
80237@,metabolic process
10155@,biological regulation
23122@,biological regulation
283149@,biological regulation
94@,biological regulation
81610@,cellular process
4017@,biological regulation
26508@,developmental process
359845@,biological regulation
753@,biological regulation
59349@,cellular process
3987@,biological regulation
7042@,developmental process
553115@,cellular process
348262@,cellular process
152007@,cellular process
131405@,biological regulation
25902@,developmental process
5916@,developmental process
6046@,developmental process
6664@,developmental process
26160@,biological regulation
57619@,biological regulation
5567@,biological regulation
10395@,cellular process
5898@,biological regulation
6497@,biological regulation
11019@,metabolic process
7248@,developmental process
79600@,biological regulation
51098@,biological regulation
55081@,multicellular organismal process
6788@,biological regulation
2909@,cellular process
23513@,developmental process
7408@,cellular process
7798@,developmental process
55764@,biological regulation
84678@,multicellular organismal process
7289@,biological regulation
9355@,developmental process
7534@,multicellular organismal process
23368@,biological regulation
4836@,metabolic process
5599@,response to stimulus
5533@,biological regulation
7529@,biological regulation
7532@,biological regulation
5534@,cellular process
7159@,biological regulation
10971@,biological regulation
841@,biological regulation
3002@,biological regulation
84286@,cellular process
338382@,biological regulation
51552@,cellular process
8406@,cellular process
80208@,cellular process
54734@,cellular process
55647@,cellular process
83871@,biological regulation
3702@,cellular process
8943@,biological regulation
